Id,Beneficiary_Name,Date,Direction,Amount,Description,Currency,Mcc,Kind,Catcode,code,parent_code,name
30302164,T-Mobile,10/16/2021 02:00:00,d,14.2,Mobile phone bill,USD,,pmt,C,,,
30446210,A1 Telecom,08/21/2021 02:00:00,d,19.1,Mobile phone bill,USD,,pmt,C,,,
33288207,A1 Telecom,05/05/2021 02:00:00,d,29.5,Internet bill,USD,,pmt,C,,,
33505815,A1 Telecom,10/22/2021 02:00:00,d,24.7,Internet bill,USD,,pmt,C,,,
33377022,Electro distribution,12/17/2021 01:00:00,d,66.3,Utilities payment,USD,,pmt,C,,,
33842223,Electro distribution,09/14/2021 02:00:00,d,76.4,Utilities payment,USD,,pmt,C,,,
34686440,Heating,11/22/2021 01:00:00,d,98.1,Utilities payment,USD,,pmt,C,,,
34904719,Generali,08/13/2021 02:00:00,d,45.6,Extended health insurance,USD,,pmt,,,,
35066055,Asseco,05/06/2021 02:00:00,c,2446.9,Salary,USD,,sal,,,,
35067897,Bank of America,12/03/2021 01:00:00,d,5.7,ATM withdrawal fee,USD,,fee,,,,
35139353,Revolut,05/17/2021 02:00:00,c,273.3,Interest,USD,,dep,,,,
35212561,Office365,04/16/2021 02:00:00,d,19.7,TV,USD,5045,pmt,,,,
35220328,R-Pharm,12/26/2021 01:00:00,d,38.7,Home care,USD,5912,pmt,,,,
35238945,,06/13/2021 02:00:00,d,159.5,ATM withdrawal,USD,,wdw,,,,
35272422,,04/12/2021 02:00:00,d,155.3,ATM withdrawal,USD,,wdw,,,,
35431913,Private consulting co,09/06/2021 02:00:00,c,773.8,Cryptocurrency sales,USD,,dep,,,,
35439980,Netflix,12/13/2021 01:00:00,d,5.1,Hulu subscription,USD,,pmt,,,,
35746907,Save our kids,09/01/2021 02:00:00,d,91.7,Charity,USD,,pmt,,,,
35750091,Karate club,02/24/2021 01:00:00,d,24.9,Club membership,USD,,pmt,,,,
35806343,Chase,01/13/2021 01:00:00,d,400.9,Rent pay,USD,,pmt,,,,
35873729,MetLife,03/19/2021 01:00:00,d,200.8,Life insurance premium,USD,6300,pmt,,,,
35924168,Hooters Air,12/26/2021 01:00:00,d,504,Ticket pay,USD,,pmt,,,,
35938062,Bank of America,03/21/2021 01:00:00,d,4.8,Online banking fee,USD,,fee,,,,
36095133,Book depository,09/17/2021 02:00:00,d,11.3,Book,USD,,pmt,,,,
36137786,Spotify,03/08/2021 01:00:00,d,15.6,Apple music subscription,USD,5733,pmt,,,,
36154674,Revolut,01/25/2021 01:00:00,d,4.4,ATM withdrawal fee,USD,,fee,,,,
36443001,,02/22/2021 01:00:00,d,261.3,ATM withdrawal,USD,,wdw,,,,
36456188,Generali,01/22/2021 01:00:00,d,45.5,Extended health insurance,USD,,pmt,,,,
36526776,Red Cross,01/19/2021 01:00:00,d,98.8,Charity,USD,,pmt,,,,
36679148,Home cleaning service,03/03/2021 01:00:00,d,50.4,Cleaning,USD,,pmt,,,,
36857155,MasterCard,10/01/2021 02:00:00,d,44.6,Pay with Visa,USD,,pmt,,,,
37050048,Earnest,06/10/2021 02:00:00,d,7.1,Charge pay,USD,,fee,,,,
37054139,Lego,12/11/2021 01:00:00,d,27.2,Action Figures,USD,5945,pmt,,,,
37384667,Gerber Products Company,09/01/2021 02:00:00,d,79.1,Baby wardrobe,USD,,pmt,,,,
37630799,,11/16/2021 01:00:00,d,295.5,ATM withdrawal,USD,,wdw,,,,
37785375,Pet store,01/27/2021 01:00:00,d,22.3,Shopping,USD,5995,pmt,,,,
37907095,Hulu,10/19/2021 02:00:00,d,6.8,Netflix subscription,USD,,pmt,,,,
38114025,Dental Plus,05/22/2021 02:00:00,d,30.3,Doctor's appointment,USD,8011,pmt,,,,
38257273,Bank of America,08/21/2021 02:00:00,d,5.2,ATM withdrawal fee,USD,,fee,,,,
38261701,Bank of America,02/23/2021 01:00:00,d,3.2,Online banking fee,USD,,fee,,,,
38281845,Fit and Fun,05/19/2021 02:00:00,d,21.8,Personal trainer,USD,,pmt,,,,
38287786,Netflix,11/15/2021 01:00:00,d,9.7,Netflix subscription,USD,,pmt,,,,
38450379,Blue moon spa,01/03/2021 01:00:00,d,22.5,Massage,USD,8050,pmt,,,,
38480830,Pet shop,10/21/2021 02:00:00,d,25.7,Shopping,USD,5995,pmt,,,,
38516274,Fit and Fun,06/24/2021 02:00:00,d,27.2,Personal trainer,USD,,pmt,,,,
38585832,Private consulting co,12/12/2021 01:00:00,c,776.2,Project based fee,USD,,dep,,,,
38751212,Lidl,07/18/2021 02:00:00,d,85.6,Supermaket shopping,USD,5200,pmt,,,,
38831670,Bank of America,08/27/2021 02:00:00,d,2.2,ATM withdrawal fee,USD,,fee,,,,
36303640,Lidl,03/16/2021 01:00:00,d,40,Supermaket shopping,USD,5499,pmt,38,,,
37852815,Delhaize,05/20/2021 02:00:00,d,34.3,Supermaket shopping,USD,5499,pmt,38,,,
35345408,City parkings,01/18/2021 01:00:00,d,2,Parking fee,USD,7523,pmt,5,,,
36958785,City parkings,04/21/2021 02:00:00,d,1.8,Parking fee,USD,7523,pmt,5,,,
35183593,Table tenis club PingPong,10/15/2021 02:00:00,d,10.8,Table tennis 2 hrs,USD,5655,pmt,50,,,
37010602,Swimming pool Activa,05/24/2021 02:00:00,d,12.1,Table tennis 2 hrs,USD,5655,pmt,50,,,
35977262,New York Times,06/20/2021 02:00:00,d,4.1,National Geographic,USD,5192,pmt,23,,,
36923376,Faculty of contemporary arts,06/10/2021 02:00:00,d,166,Tuition,USD,8299,pmt,17,,,
35262874,A1 Telecom,01/18/2021 01:00:00,d,6.1,Phone bill,USD,,pmt,C,,,
35409985,Orange,02/07/2021 01:00:00,d,26.1,Internet bill,USD,,pmt,C,,,
35806463,Orange,05/28/2021 02:00:00,d,20.6,Internet bill,USD,,pmt,C,,,
36604310,Comcast,04/12/2021 02:00:00,d,16.6,Television bill,USD,,pmt,C,,,
38573776,T-Mobile,09/21/2021 02:00:00,d,14.4,Mobile phone bill,USD,,pmt,C,,,
38283842,Sixt GmbH,05/04/2021 02:00:00,d,12.4,Car rent,USD,7519,pmt,B,,,
38852592,Fit and Fun,03/04/2021 01:00:00,d,27.1,Personal trainer,USD,,pmt,,,,
39038619,,07/05/2021 02:00:00,d,242.5,ATM withdrawal,USD,,wdw,,,,
39175391,Save our kids,12/23/2021 01:00:00,d,26.3,Charity,USD,,pmt,,,,
39320915,Lending Club,06/01/2021 02:00:00,d,40.2,Loan Payment,USD,,pmt,,,,
39402677,Bank of America,03/03/2021 01:00:00,d,5.4,Revolut Silver subscription,USD,,fee,,,,
39501055,Amazon,08/20/2021 02:00:00,d,8.7,Amazon Kindle subscription,USD,,pmt,,,,
39522352,Josh,03/02/2021 01:00:00,d,42.2,Allowance,USD,,pmt,,,,
39961719,Chevron,07/05/2021 02:00:00,d,95.6,Gasoline purchases,USD,5983,pmt,,,,
40158705,Barber shop,04/06/2021 02:00:00,d,24.6,Hair dye,USD,7230,pmt,,,,
40208406,Adobe,01/24/2021 01:00:00,d,16.6,Games,USD,5045,pmt,,,,
40236657,Medigroup,12/06/2021 01:00:00,d,48.1,Specialist,USD,8011,pmt,,,,
40261513,Claire Stevens,09/09/2021 02:00:00,c,300.8,Monthly rent,USD,,dep,,,,
40304231,Real Estate,04/21/2021 02:00:00,d,167.1,Tax pay,USD,9311,pmt,,,,
40321434,MetLife,04/10/2021 02:00:00,d,200.1,Life insurance premium,USD,6300,pmt,,,,
40404277,Karate club,06/01/2021 02:00:00,d,28.6,Club membership,USD,,pmt,,,,
40472982,Josh,08/14/2021 02:00:00,d,34.6,Allowance,USD,,pmt,,,,
40474619,Adobe,01/03/2021 01:00:00,d,20.1,Games,USD,5045,pmt,,,,
40883447,Lidl,05/15/2021 02:00:00,d,77.3,Supermaket shopping,USD,5200,pmt,,,,
41076447,Spotify,08/19/2021 02:00:00,d,15.3,Apple music subscription,USD,5733,pmt,,,,
41156182,Serenity Wellnes,07/01/2021 02:00:00,d,24.3,Spa treatment,USD,8050,pmt,,,,
41607473,Home cleaning service,04/02/2021 02:00:00,d,47.4,Cleaning,USD,,pmt,,,,
41661527,Hulu,09/06/2021 02:00:00,d,10.6,Netflix subscription,USD,,pmt,,,,
41724617,Adobe,04/12/2021 02:00:00,d,18.6,Games,USD,5045,pmt,,,,
41883185,,06/05/2021 02:00:00,d,176.4,ATM withdrawal,USD,,wdw,,,,
41990408,Bank of America,10/02/2021 02:00:00,d,12.2,Late fee,USD,,fee,,,,
42056591,Home cleaning service,04/11/2021 02:00:00,d,48.3,Cleaning,USD,,pmt,,,,
42133993,Intersport,09/20/2021 02:00:00,d,131.5,Basketball,USD,5941,pmt,,,,
42148328,Amazon,03/26/2021 01:00:00,d,7.6,Book,USD,,pmt,,,,
42247740,Pet salon Rex,03/09/2021 01:00:00,d,10.5,Grooming,USD,,pmt,,,,
42324432,Connexus,11/09/2021 01:00:00,d,400.5,Rent pay,USD,,pmt,,,,
42342810,Generali,11/21/2021 01:00:00,d,45.5,Extended health insurance,USD,,pmt,,,,
42374342,Amazon,06/23/2021 02:00:00,d,9.8,Book,USD,,pmt,,,,
42494853,MetLife,04/11/2021 02:00:00,d,200.8,Life insurance premium,USD,6300,pmt,,,,
42653813,Lily,06/03/2021 02:00:00,d,32.1,Medicine,USD,5912,pmt,,,,
42703423,Medilife,07/27/2021 02:00:00,d,51.5,Specialist,USD,8011,pmt,,,,
42710441,Spotify,09/10/2021 02:00:00,d,15.3,Spotify premium subscription,USD,5733,pmt,,,,
42920242,,08/12/2021 02:00:00,d,166.3,ATM withdrawal,USD,,wdw,,,,
40790136,Delhaize,03/07/2021 01:00:00,d,37.7,Supermaket shopping,USD,5499,pmt,38,,,
41634772,Lidl,06/19/2021 02:00:00,d,30.8,Supermaket shopping,USD,5499,pmt,38,,,
42051150,Delhaize,12/06/2021 01:00:00,d,35.2,Supermaket shopping,USD,5499,pmt,38,,,
39591523,City parkings,07/17/2021 02:00:00,d,1.6,Parking fee,USD,7523,pmt,5,,,
41276012,City parkings,08/09/2021 02:00:00,d,2.1,Parking fee,USD,7523,pmt,5,,,
41758382,City parkings,08/24/2021 02:00:00,d,2.6,Parking fee,USD,7523,pmt,5,,,
41864438,City parkings,12/23/2021 01:00:00,d,2.1,Parking fee,USD,7523,pmt,5,,,
41275648,National Geographic,07/01/2021 02:00:00,d,4.4,New York Times,USD,5192,pmt,23,,,
39222365,Faculty of contemporary arts,03/17/2021 01:00:00,d,155.1,Tuition,USD,8299,pmt,17,,,
39418979,A1 Telecom,08/08/2021 02:00:00,d,26.7,Internet bill,USD,,pmt,C,,,
40176261,A1 Telecom,06/01/2021 02:00:00,d,17.3,Mobile phone bill,USD,,pmt,C,,,
41169227,Comcast,04/01/2021 02:00:00,d,11,Television bill,USD,,pmt,C,,,
42122897,A1 Telecom,03/09/2021 01:00:00,d,20.5,Mobile phone bill,USD,,pmt,C,,,
42356974,Comcast,02/26/2021 01:00:00,d,20,Television bill,USD,,pmt,C,,,
40053033,Heating,10/12/2021 02:00:00,d,97.8,Utilities payment,USD,,pmt,C,,,
40818997,Electro distribution,06/18/2021 02:00:00,d,68.9,Utilities payment,USD,,pmt,C,,,
40847561,Electro distribution,03/06/2021 01:00:00,d,45.8,Utilities payment,USD,,pmt,C,,,
40800049,Hertz,07/22/2021 02:00:00,d,10.1,Taxi,USD,7519,pmt,B,,,
42722837,Sixt GmbH,06/03/2021 02:00:00,d,10.3,Car rent,USD,7519,pmt,B,,,
43248167,Pet shop,03/07/2021 01:00:00,d,23.8,Shopping,USD,5995,pmt,,,,
43287158,Generali,04/26/2021 02:00:00,d,45,Extended health insurance,USD,,pmt,,,,
43287646,Home cleaning service,04/25/2021 02:00:00,d,48.5,Cleaning,USD,,pmt,,,,
43319213,Dental Plus,08/24/2021 02:00:00,d,29.3,Doctor's appointment,USD,8011,pmt,,,,
43584577,Lending Club,08/21/2021 02:00:00,d,74.3,Loan Payment,USD,,pmt,,,,
43619895,Office365,10/11/2021 02:00:00,d,16.7,Games,USD,5045,pmt,,,,
43893103,Pet salon Rex,04/18/2021 02:00:00,d,10.2,Grooming,USD,,pmt,,,,
43960417,Lidl,08/06/2021 02:00:00,d,74.4,Supermaket shopping,USD,5200,pmt,,,,
43969713,Connexus,09/15/2021 02:00:00,d,400.8,Mortgage pay,USD,,pmt,,,,
44051113,Residential Property,07/23/2021 02:00:00,d,180,Tax pay,USD,9311,pmt,,,,
44062965,Hulu,05/13/2021 02:00:00,d,8.6,Netflix subscription,USD,,pmt,,,,
44194108,Pet shop,08/26/2021 02:00:00,d,21.1,Shopping,USD,5995,pmt,,,,
44481097,Shell,09/03/2021 02:00:00,d,105.9,Gasoline purchases,USD,5983,pmt,,,,
44738521,Medilife,05/17/2021 02:00:00,d,48.5,Specialist,USD,8011,pmt,,,,
44881457,Hulu,07/15/2021 02:00:00,d,8.7,Netflix subscription,USD,,pmt,,,,
44991704,Amazon,05/22/2021 02:00:00,d,13.8,Book,USD,,pmt,,,,
45153700,Fit and Fun,09/09/2021 02:00:00,d,28.4,Gym membership,USD,,pmt,,,,
45215367,Jill,01/24/2021 01:00:00,d,45.7,Allowance,USD,,pmt,,,,
45251421,Serenity Wellnes,03/21/2021 01:00:00,d,20.6,Spa treatment,USD,8050,pmt,,,,
45419440,Karate club,10/08/2021 02:00:00,d,20.2,Club membership,USD,,pmt,,,,
45707636,Generali,01/10/2021 01:00:00,d,45.8,Extended health insurance,USD,,pmt,,,,
45916154,Generali,04/12/2021 02:00:00,d,45.7,Extended health insurance,USD,,pmt,,,,
46043457,Swimming school,02/26/2021 01:00:00,d,24,Club membership,USD,,pmt,,,,
46134066,Revolut,01/06/2021 01:00:00,d,4.6,ATM withdrawal fee,USD,,fee,,,,
46251212,Swimming school,01/03/2021 01:00:00,d,22,Membership,USD,,pmt,,,,
46265311,,04/26/2021 02:00:00,d,149.2,ATM withdrawal,USD,,wdw,,,,
46597930,Johnson & Johnson,08/16/2021 02:00:00,d,58.1,Baby wardrobe,USD,,pmt,,,,
46769565,Lending Club,08/27/2021 02:00:00,d,44.2,Loan Payment,USD,,pmt,,,,
47105503,Book depository,02/13/2021 01:00:00,d,15.8,Book,USD,,pmt,,,,
47152441,Netflix,12/11/2021 01:00:00,d,9.2,Hulu subscription,USD,,pmt,,,,
47190808,Home cleaning service,08/15/2021 02:00:00,d,49.6,Cleaning,USD,,pmt,,,,
47317900,Best Western,01/16/2021 01:00:00,d,1542.1,Hotel,USD,7011,pmt,,,,
47458905,Generali ado,06/26/2021 02:00:00,d,373.5,Kasko insurance,USD,6381,pmt,,,,
47521445,,10/07/2021 02:00:00,d,256.3,ATM withdrawal,USD,,wdw,,,,
47708919,Chase,07/05/2021 02:00:00,d,400.8,Rent pay,USD,,pmt,,,,
47721259,,10/28/2021 02:00:00,d,114,ATM withdrawal,USD,,wdw,,,,
47761879,Apple,07/23/2021 02:00:00,d,15.6,Spotify premium subscription,USD,5733,pmt,,,,
47836243,"Auto registration agency ""Sport""",09/24/2021 02:00:00,d,214.1,Car wash with waxing,USD,7542,pmt,,,,
48087796,Raiffeisen Leasing,09/26/2021 02:00:00,d,450.3,Financial leasing,USD,7394,pmt,,,,
48124924,MasterCard,03/03/2021 01:00:00,d,57.4,Pay with Visa,USD,,pmt,,,,
48182784,Medigroup,11/28/2021 01:00:00,d,56.2,General Practitioner,USD,8011,pmt,,,,
48213156,MasterCard,06/12/2021 02:00:00,d,38.9,Pay with Mastercard,USD,,pmt,,,,
43336057,Lidl,12/19/2021 01:00:00,d,38.5,Supermaket shopping,USD,5499,pmt,38,,,
44582621,Lidl,02/28/2021 01:00:00,d,32.6,Supermaket shopping,USD,5499,pmt,38,,,
46531845,Lidl,05/19/2021 02:00:00,d,31.5,Supermaket shopping,USD,5499,pmt,38,,,
46709053,Delhaize,02/07/2021 01:00:00,d,36.9,Supermaket shopping,USD,5499,pmt,38,,,
47417977,Delhaize,04/12/2021 02:00:00,d,34.5,Supermaket shopping,USD,5499,pmt,38,,,
47932666,Delhaize,08/17/2021 02:00:00,d,32.7,Supermaket shopping,USD,5499,pmt,38,,,
48381512,Delhaize,10/04/2021 02:00:00,d,31,Supermaket shopping,USD,5499,pmt,38,,,
46722956,City parkings,06/09/2021 02:00:00,d,2.5,Parking fee,USD,7523,pmt,5,,,
47798608,City parkings,02/28/2021 01:00:00,d,1.4,Parking fee,USD,7523,pmt,5,,,
43671471,Table tenis club PingPong,06/11/2021 02:00:00,d,13.9,Daily pool ticket,USD,5655,pmt,50,,,
48260170,Swimming pool Activa,04/10/2021 02:00:00,d,13.9,Daily pool ticket,USD,5655,pmt,50,,,
43610796,Faculty of contemporary arts,11/11/2021 01:00:00,d,183.1,Tuition,USD,8299,pmt,17,,,
43709973,Tele9,06/13/2021 02:00:00,d,14.4,Television bill,USD,,pmt,C,,,
46974553,Comcast,11/14/2021 01:00:00,d,10.3,Television bill,USD,,pmt,C,,,
43728875,Electro distribution,04/02/2021 02:00:00,d,90.7,Utilities payment,USD,,pmt,C,,,
46433318,Heating,12/26/2021 01:00:00,d,48.4,Utilities payment,USD,,pmt,C,,,
47454144,Hertz,03/19/2021 01:00:00,d,15.6,Taxi,USD,7519,pmt,B,,,
48547275,Swimming school,08/16/2021 02:00:00,d,28.1,Membership,USD,,pmt,,,,
48606693,Connexus,10/16/2021 02:00:00,d,400.6,Rent pay,USD,,pmt,,,,
48623663,Fit and Fun,12/27/2021 01:00:00,d,30.3,Gym membership,USD,,pmt,,,,
48755533,Residential Property,12/18/2021 01:00:00,d,166.2,Tax pay,USD,9311,pmt,,,,
49152289,Fit and Fun,05/03/2021 02:00:00,d,22.7,Gym membership,USD,,pmt,,,,
49173606,Gift shop,07/17/2021 02:00:00,d,128.1,Birthday gifts,USD,5947,pmt,,,,
49228660,Shell,10/24/2021 02:00:00,d,77.4,Gasoline purchases,USD,5983,pmt,,,,
49396339,MetLife,05/08/2021 02:00:00,d,200.4,Life insurance premium,USD,6300,pmt,,,,
49426791,Adobe,02/27/2021 01:00:00,d,16.7,Games,USD,5045,pmt,,,,
49676911,Pet hotel Happy Dog,12/15/2021 01:00:00,d,100.1,Monthly stay,USD,5995,pmt,,,,
49895939,Claire Stevens,02/21/2021 01:00:00,c,301,Monthly rent,USD,,dep,,,,
50183941,Bank of America,12/08/2021 01:00:00,d,7.6,Online banking fee,USD,,fee,,,,
50235631,Best Western,05/25/2021 02:00:00,d,1563.5,Hotel,USD,7011,pmt,,,,
50289390,Bank of America,01/19/2021 01:00:00,d,7.9,Online banking fee,USD,,fee,,,,
50478161,Johnson & Johnson,12/14/2021 01:00:00,d,43.2,Baby nursery,USD,,pmt,,,,
50776634,DogiZone,10/17/2021 02:00:00,d,32.3,Vaccination,USD,,pmt,,,,
50825185,Revolut,08/10/2021 02:00:00,d,5.9,Revolut Silver subscription,USD,,fee,,,,
50836882,Lidl,12/20/2021 01:00:00,d,92.2,Supermaket shopping,USD,5200,pmt,,,,
51239393,Gerber Products Company,12/03/2021 01:00:00,d,52.4,Baby wardrobe,USD,,pmt,,,,
51397021,Lidl,03/05/2021 01:00:00,d,93.7,Supermaket shopping,USD,5200,pmt,,,,
51452231,Book depository,09/10/2021 02:00:00,d,12.6,Amazon Kindle subscription,USD,,pmt,,,,
51517103,Hooters Air,03/24/2021 01:00:00,d,487.3,Ticket pay,USD,,pmt,,,,
51680642,,05/06/2021 02:00:00,d,153.3,ATM withdrawal,USD,,wdw,,,,
51689818,Fit and Fun,09/09/2021 02:00:00,d,28.5,Gym membership,USD,,pmt,,,,
51711818,Dental Plus,07/12/2021 02:00:00,d,15.3,Doctor's appointment,USD,8011,pmt,,,,
51869487,Amazon,10/05/2021 02:00:00,d,17.4,Amazon Kindle subscription,USD,,pmt,,,,
52403046,Serenity Wellnes,09/01/2021 02:00:00,d,21.1,Massage,USD,8050,pmt,,,,
52979952,Revolut,01/13/2021 01:00:00,d,5.5,ATM withdrawal fee,USD,,fee,,,,
52981902,Swimming school,09/07/2021 02:00:00,d,23.8,Membership,USD,,pmt,,,,
53061796,Dental Plus,12/23/2021 01:00:00,d,29.9,Doctor's appointment,USD,8011,pmt,,,,
53216135,Hulu,02/26/2021 01:00:00,d,10.7,Hulu subscription,USD,,pmt,,,,
53870822,Apple,03/06/2021 01:00:00,d,15.9,Spotify premium subscription,USD,5733,pmt,,,,
48747430,Lidl,05/04/2021 02:00:00,d,38,Supermaket shopping,USD,5499,pmt,38,,,
48826635,Lidl,08/14/2021 02:00:00,d,32.6,Supermaket shopping,USD,5499,pmt,38,,,
49548658,Delhaize,06/22/2021 02:00:00,d,39,Supermaket shopping,USD,5499,pmt,38,,,
51145886,Lidl,11/06/2021 01:00:00,d,33.2,Supermaket shopping,USD,5499,pmt,38,,,
49287421,City parkings,12/10/2021 01:00:00,d,1.1,Parking fee,USD,7523,pmt,5,,,
52174379,City parkings,12/28/2021 01:00:00,d,1.2,Parking fee,USD,7523,pmt,5,,,
52970552,City parkings,11/03/2021 01:00:00,d,2.2,Parking fee,USD,7523,pmt,5,,,
53688672,City parkings,11/23/2021 01:00:00,d,1.9,Parking fee,USD,7523,pmt,5,,,
50196265,Table tenis club PingPong,12/24/2021 01:00:00,d,15.1,Daily pool ticket,USD,5655,pmt,50,,,
51023898,Table tenis club PingPong,01/02/2021 01:00:00,d,12.3,Daily pool ticket,USD,5655,pmt,50,,,
52600204,Table tenis club PingPong,12/07/2021 01:00:00,d,15.2,Daily pool ticket,USD,5655,pmt,50,,,
50374360,New York Times,08/28/2021 02:00:00,d,4.7,New York Times,USD,5192,pmt,23,,,
52315763,Faculty of contemporary arts,04/18/2021 02:00:00,d,167.8,Tuition,USD,8299,pmt,17,,,
52778926,Faculty of contemporary arts,01/27/2021 01:00:00,d,163.4,Tuition,USD,8299,pmt,17,,,
48710983,A1 Telecom,11/21/2021 01:00:00,d,20.9,Mobile phone bill,USD,,pmt,C,,,
48763143,Tele9,04/12/2021 02:00:00,d,10.6,Television bill,USD,,pmt,C,,,
49604265,A1 Telecom,04/13/2021 02:00:00,d,24.8,Internet bill,USD,,pmt,C,,,
49931536,A1 Telecom,03/21/2021 01:00:00,d,14.2,Mobile phone bill,USD,,pmt,C,,,
50496538,T-Mobile,11/09/2021 01:00:00,d,13.2,Mobile phone bill,USD,,pmt,C,,,
50559764,A1 Telecom,01/09/2021 01:00:00,d,6.1,Phone bill,USD,,pmt,C,,,
51022583,Tele9,06/15/2021 02:00:00,d,20.5,Television bill,USD,,pmt,C,,,
51271190,Comcast,08/20/2021 02:00:00,d,20.3,Television bill,USD,,pmt,C,,,
51385470,A1 Telecom,09/11/2021 02:00:00,d,6.2,Phone bill,USD,,pmt,C,,,
52299796,A1 Telecom,05/13/2021 02:00:00,d,33.2,Internet bill,USD,,pmt,C,,,
52598314,A1 Telecom,07/04/2021 02:00:00,d,15.2,Mobile phone bill,USD,,pmt,C,,,
52785288,Tele9,11/27/2021 01:00:00,d,15.7,Television bill,USD,,pmt,C,,,
53235293,Tele9,05/20/2021 02:00:00,d,14.5,Television bill,USD,,pmt,C,,,
49576581,Heating,10/11/2021 02:00:00,d,59.4,Utilities payment,USD,,pmt,C,,,
51637696,Electro distribution,05/11/2021 02:00:00,d,46,Utilities payment,USD,,pmt,C,,,
52343821,Sixt GmbH,04/19/2021 02:00:00,d,11.6,Car rent,USD,7519,pmt,B,,,
54087134,Earnest,08/04/2021 02:00:00,d,6.2,Charge pay,USD,,fee,,,,
54157087,Real Estate,12/16/2021 01:00:00,d,157,Tax pay,USD,9311,pmt,,,,
54240054,Claire Stevens,10/12/2021 02:00:00,c,300.6,Monthly rent,USD,,dep,,,,
54301158,Connexus,07/03/2021 02:00:00,d,400.5,Mortgage pay,USD,,pmt,,,,
54381518,Pet salon Rex,03/01/2021 01:00:00,d,10,Grooming,USD,,pmt,,,,
54666733,MetLife,09/25/2021 02:00:00,d,200.1,Life insurance premium,USD,6300,pmt,,,,
54945283,Adobe,07/24/2021 02:00:00,d,11.1,Games,USD,5045,pmt,,,,
54996600,Lidl,04/25/2021 02:00:00,d,74.1,Supermaket shopping,USD,5200,pmt,,,,
55042469,UniCredit Leasing,06/03/2021 02:00:00,d,450.1,Financial leasing,USD,7394,pmt,,,,
55142815,Homeowners Insurance,10/10/2021 02:00:00,d,45,Home,USD,,pmt,,,,
55328081,Bank of America,01/16/2021 01:00:00,d,4.4,ATM withdrawal fee,USD,,fee,,,,
55381024,Home cleaning service,08/23/2021 02:00:00,d,47.6,Cleaning,USD,,pmt,,,,
55541588,Shell,01/25/2021 01:00:00,d,41.9,Gasoline purchases,USD,5983,pmt,,,,
55606973,MetLife,12/26/2021 01:00:00,d,200.5,Life insurance premium,USD,6300,pmt,,,,
55679730,Barber shop,04/07/2021 02:00:00,d,28.8,Hair dye,USD,7230,pmt,,,,
55684785,Bank of America,08/08/2021 02:00:00,d,12.6,Late fee,USD,,fee,,,,
55820285,Hulu,08/07/2021 02:00:00,d,8.5,Netflix subscription,USD,,pmt,,,,
55989567,Fit and Fun,09/10/2021 02:00:00,d,23.5,Personal trainer,USD,,pmt,,,,
56001337,Home cleaning service,11/12/2021 01:00:00,d,48.3,Cleaning,USD,,pmt,,,,
56190221,Home cleaning service,04/04/2021 02:00:00,d,50.3,Cleaning,USD,,pmt,,,,
56230289,Revolut,01/12/2021 01:00:00,d,3.5,ATM withdrawal fee,USD,,fee,,,,
56263795,Swimming school,10/01/2021 02:00:00,d,25.6,Club membership,USD,,pmt,,,,
56523061,Delhaize,11/05/2021 01:00:00,d,97.9,Supermaket shopping,USD,5200,pmt,,,,
56524968,Gift Voucher,07/10/2021 02:00:00,d,57.3,Other gifts,USD,5947,pmt,,,,
56555459,R-Pharm,03/23/2021 01:00:00,d,30.7,Medicine,USD,5912,pmt,,,,
56603162,Gerber Products Company,04/14/2021 02:00:00,d,54.7,Baby wardrobe,USD,,pmt,,,,
56653638,,11/20/2021 01:00:00,d,134,ATM withdrawal,USD,,wdw,,,,
57517957,Serenity Wellnes,08/19/2021 02:00:00,d,23.8,Spa treatment,USD,8050,pmt,,,,
54958642,Lidl,07/02/2021 02:00:00,d,30.7,Supermaket shopping,USD,5499,pmt,38,,,
55106881,Delhaize,01/19/2021 01:00:00,d,30.3,Supermaket shopping,USD,5499,pmt,38,,,
55728558,Delhaize,06/14/2021 02:00:00,d,36.4,Supermaket shopping,USD,5499,pmt,38,,,
54545537,City parkings,01/08/2021 01:00:00,d,1.5,Parking fee,USD,7523,pmt,5,,,
56146772,City parkings,07/15/2021 02:00:00,d,2.4,Parking fee,USD,7523,pmt,5,,,
56719085,City parkings,11/27/2021 01:00:00,d,1.7,Parking fee,USD,7523,pmt,5,,,
55815716,New York Times,03/22/2021 01:00:00,d,3.7,National Geographic,USD,5192,pmt,23,,,
56055965,National Geographic,08/11/2021 02:00:00,d,4.3,National Geographic,USD,5192,pmt,23,,,
56500502,National Geographic,01/06/2021 01:00:00,d,4.8,National Geographic,USD,5192,pmt,23,,,
57456544,New York Times,04/07/2021 02:00:00,d,5.7,National Geographic,USD,5192,pmt,23,,,
54053847,Faculty of contemporary arts,11/07/2021 01:00:00,d,158.2,Tuition,USD,8299,pmt,17,,,
55836439,Faculty of contemporary arts,01/07/2021 01:00:00,d,185.5,Tuition,USD,8299,pmt,17,,,
54855887,Orange,10/12/2021 02:00:00,d,5.6,Phone bill,USD,,pmt,C,,,
54857125,A1 Telecom,12/10/2021 01:00:00,d,12.1,Mobile phone bill,USD,,pmt,C,,,
56345828,A1 Telecom,03/27/2021 01:00:00,d,34.1,Internet bill,USD,,pmt,C,,,
56765457,A1 Telecom,03/14/2021 01:00:00,d,18.6,Mobile phone bill,USD,,pmt,C,,,
